ESTATURA,PESO,PESO BAJO,PESO NORMAL,SOBRE PESO 1,SOBRE PESO 2,PESO
185,93,0,1,0,0,4
189,110,0,0,1,0,2
194,109,0,1,0,0,4
154,43,1,0,0,0,8
150,41,1,0,0,0,8
193,116,0,0,1,0,2
185,56,1,0,0,0,8
176,82,0,1,0,0,4
157,51,1,0,0,0,8
166,96,0,0,1,0,2
161,83,0,0,1,0,2
158,106,0,0,0,1,1
178,44,1,0,0,0,8
200,52,1,0,0,0,8
151,76,0,0,1,0,2
177,118,0,0,0,1,1
158,53,1,0,0,0,8
175,90,0,1,0,0,4
183,67,1,0,0,0,8
173,60,1,0,0,0,8
196,66,1,0,0,0,8
177,76,0,1,0,0,4
196,110,0,1,0,0,4
193,115,0,0,1,0,2
194,115,0,0,1,0,2
183,114,0,0,1,0,2
181,87,0,1,0,0,4
156,112,0,0,0,1,1
159,86,0,0,1,0,2
168,46,1,0,0,0,8
165,58,1,0,0,0,8
171,65,1,0,0,0,8
153,62,0,1,0,0,4
174,64,1,0,0,0,8
152,106,0,0,0,1,1
191,59,1,0,0,0,8
193,72,1,0,0,0,8
173,47,1,0,0,0,8
159,41,1,0,0,0,8
161,49,1,0,0,0,8
188,120,0,0,1,0,2
160,112,0,0,0,1,1
193,52,1,0,0,0,8
174,82,0,1,0,0,4
198,72,1,0,0,0,8
195,105,0,1,0,0,4
192,86,1,0,0,0,8
176,42,1,0,0,0,8
188,92,0,1,0,0,4
181,107,0,0,1,0,2
185,120,0,0,0,1,1
199,99,0,1,0,0,4
155,106,0,0,0,1,1
156,67,0,1,0,0,4
173,92,0,0,1,0,2
193,56,1,0,0,0,8
169,92,0,0,1,0,2
155,40,1,0,0,0,8
185,78,1,0,0,0,8
161,118,0,0,0,1,1
178,58,1,0,0,0,8
193,55,1,0,0,0,8
197,91,1,0,0,0,8
191,83,1,0,0,0,8
166,49,1,0,0,0,8
192,93,0,1,0,0,4
170,89,0,0,1,0,2
188,76,1,0,0,0,8
153,100,0,0,0,1,1
193,67,1,0,0,0,8
154,62,0,1,0,0,4
163,95,0,0,0,1,1
188,59,1,0,0,0,8
190,89,0,1,0,0,4
193,114,0,0,1,0,2
188,65,1,0,0,0,8
159,114,0,0,0,1,1
199,68,1,0,0,0,8
181,74,1,0,0,0,8
191,51,1,0,0,0,8
186,112,0,0,1,0,2
186,50,1,0,0,0,8
196,65,1,0,0,0,8
171,88,0,0,1,0,2
199,42,1,0,0,0,8
159,102,0,0,0,1,1
196,93,0,1,0,0,4
193,51,1,0,0,0,8
155,120,0,0,0,1,1
191,81,1,0,0,0,8
161,115,0,0,0,1,1
172,109,0,0,0,1,1
176,84,0,1,0,0,4
177,79,0,1,0,0,4
199,87,1,0,0,0,8
156,75,0,0,1,0,2
150,85,0,0,0,1,1
183,61,1,0,0,0,8
182,105,0,0,1,0,2
155,65,0,1,0,0,4
168,60,1,0,0,0,8
182,99,0,1,0,0,4
200,95,1,0,0,0,8
175,103,0,0,1,0,2
159,85,0,0,1,0,2
174,62,1,0,0,0,8
154,72,0,0,1,0,2
165,92,0,0,1,0,2
186,67,1,0,0,0,8
187,120,0,0,1,0,2
192,96,0,1,0,0,4
154,67,0,1,0,0,4
162,44,1,0,0,0,8
155,81,0,0,1,0,2
150,113,0,0,0,1,1
183,120,0,0,0,1,1
186,73,1,0,0,0,8
171,69,1,0,0,0,8
154,117,0,0,0,1,1
182,67,1,0,0,0,8
173,102,0,0,1,0,2
192,93,0,1,0,0,4
163,48,1,0,0,0,8
173,68,1,0,0,0,8
167,64,1,0,0,0,8
195,95,0,1,0,0,4
151,61,0,1,0,0,4
184,56,1,0,0,0,8
184,86,0,1,0,0,4
194,41,1,0,0,0,8
189,73,1,0,0,0,8
187,87,0,1,0,0,4
189,78,1,0,0,0,8
165,80,0,1,0,0,4
195,93,0,1,0,0,4
171,101,0,0,1,0,2
184,44,1,0,0,0,8
153,100,0,0,0,1,1
155,100,0,0,0,1,1
200,98,0,1,0,0,4
174,91,0,0,1,0,2
157,118,0,0,0,1,1
186,41,1,0,0,0,8
182,70,1,0,0,0,8
197,88,1,0,0,0,8
161,70,0,1,0,0,4
196,119,0,0,1,0,2
180,71,1,0,0,0,8
162,86,0,0,1,0,2
151,54,1,0,0,0,8
178,44,1,0,0,0,8
170,67,1,0,0,0,8
161,82,0,0,1,0,2
186,112,0,0,1,0,2
162,59,1,0,0,0,8
195,73,1,0,0,0,8
184,101,0,1,0,0,4
176,108,0,0,1,0,2
189,42,1,0,0,0,8
175,104,0,0,1,0,2
170,70,0,1,0,0,4
169,103,0,0,0,1,1
155,91,0,0,0,1,1
192,58,1,0,0,0,8
189,48,1,0,0,0,8
192,72,1,0,0,0,8
155,78,0,0,1,0,2
194,72,1,0,0,0,8
152,76,0,0,1,0,2
188,58,1,0,0,0,8
181,55,1,0,0,0,8
195,105,0,1,0,0,4
183,71,1,0,0,0,8
174,101,0,0,1,0,2
159,65,0,1,0,0,4
166,97,0,0,0,1,1
195,78,1,0,0,0,8
182,117,0,0,0,1,1
192,89,0,1,0,0,4
189,95,0,1,0,0,4
151,113,0,0,0,1,1
168,56,1,0,0,0,8
164,76,0,1,0,0,4
179,81,0,1,0,0,4
187,99,0,1,0,0,4
163,104,0,0,0,1,1
182,64,1,0,0,0,8
157,56,1,0,0,0,8
161,87,0,0,1,0,2
189,40,1,0,0,0,8
187,109,0,0,1,0,2
186,102,0,1,0,0,4
178,48,1,0,0,0,8
181,97,0,1,0,0,4
159,79,0,0,1,0,2
153,106,0,0,0,1,1
150,55,0,1,0,0,4
179,94,0,1,0,0,4
166,97,0,0,0,1,1
154,103,0,0,0,1,1
171,76,0,1,0,0,4
186,79,1,0,0,0,8
161,70,0,1,0,0,4
163,101,0,0,0,1,1
198,117,0,1,0,0,4
173,80,0,1,0,0,4
192,118,0,0,1,0,2
197,76,1,0,0,0,8
170,73,0,1,0,0,4
169,83,0,1,0,0,4
183,50,1,0,0,0,8
164,68,0,1,0,0,4
200,66,1,0,0,0,8
158,61,0,1,0,0,4
173,112,0,0,0,1,1
170,79,0,1,0,0,4
151,87,0,0,0,1,1
158,57,1,0,0,0,8
171,62,1,0,0,0,8
156,46,1,0,0,0,8
199,43,1,0,0,0,8
177,117,0,0,0,1,1
169,92,0,0,1,0,2
179,117,0,0,0,1,1
162,63,0,1,0,0,4
198,107,0,1,0,0,4
182,66,1,0,0,0,8
157,94,0,0,0,1,1
169,68,1,0,0,0,8
197,117,0,0,1,0,2
161,58,1,0,0,0,8
178,51,1,0,0,0,8
165,113,0,0,0,1,1
185,72,1,0,0,0,8
150,91,0,0,0,1,1
192,46,1,0,0,0,8
174,51,1,0,0,0,8
199,100,0,1,0,0,4
161,112,0,0,0,1,1
190,71,1,0,0,0,8
186,63,1,0,0,0,8
171,61,1,0,0,0,8
174,89,0,1,0,0,4
183,77,1,0,0,0,8
185,47,1,0,0,0,8
158,96,0,0,0,1,1
150,44,1,0,0,0,8
190,55,1,0,0,0,8
161,44,1,0,0,0,8
159,48,1,0,0,0,8
184,91,0,1,0,0,4
174,82,0,1,0,0,4
178,93,0,1,0,0,4
159,56,1,0,0,0,8
166,97,0,0,0,1,1
183,80,1,0,0,0,8
188,78,1,0,0,0,8
182,103,0,0,1,0,2
197,114,0,1,0,0,4
157,90,0,0,0,1,1
187,85,0,1,0,0,4
158,94,0,0,0,1,1
189,41,1,0,0,0,8
199,47,1,0,0,0,8
174,99,0,0,1,0,2
199,105,0,1,0,0,4
163,80,0,0,1,0,2
151,77,0,0,1,0,2
183,44,1,0,0,0,8
196,57,1,0,0,0,8
183,59,1,0,0,0,8
183,83,0,1,0,0,4
150,54,0,0,0,0,0
151,52,1,0,0,0,8
150,65,0,1,0,0,4
169,41,1,0,0,0,8
156,107,0,0,0,1,1
187,115,0,0,1,0,2
159,84,0,0,1,0,2
177,110,0,0,0,1,1
151,113,0,0,0,1,1
169,115,0,0,0,1,1
167,45,1,0,0,0,8
178,40,1,0,0,0,8
199,53,1,0,0,0,8
190,83,1,0,0,0,8
188,90,0,1,0,0,4
155,69,0,1,0,0,4
185,66,1,0,0,0,8
180,96,0,1,0,0,4
199,59,1,0,0,0,8
169,55,1,0,0,0,8
198,47,1,0,0,0,8
164,112,0,0,0,1,1
195,60,1,0,0,0,8
195,100,0,1,0,0,4
161,103,0,0,0,1,1
177,119,0,0,0,1,1
167,44,1,0,0,0,8
187,118,0,0,1,0,2
150,102,0,0,0,1,1
182,84,0,1,0,0,4
170,100,0,0,1,0,2
180,64,1,0,0,0,8
159,104,0,0,0,1,1
195,53,1,0,0,0,8
200,76,1,0,0,0,8
159,45,1,0,0,0,8
167,103,0,0,0,1,1
164,51,1,0,0,0,8
177,98,0,0,1,0,2
184,69,1,0,0,0,8
152,78,0,0,1,0,2
190,119,0,0,1,0,2
182,79,1,0,0,0,8
189,92,0,1,0,0,4
183,52,1,0,0,0,8
164,51,1,0,0,0,8
178,84,0,1,0,0,4
170,82,0,1,0,0,4
178,78,0,1,0,0,4
163,114,0,0,0,1,1
195,91,1,0,0,0,8
154,58,0,1,0,0,4
179,97,0,0,1,0,2
199,105,0,1,0,0,4
166,82,0,1,0,0,4
156,83,0,0,1,0,2
191,47,1,0,0,0,8
191,117,0,0,1,0,2
194,65,1,0,0,0,8
150,80,0,0,0,1,1
161,100,0,0,0,1,1
171,77,0,1,0,0,4
182,48,1,0,0,0,8
180,42,1,0,0,0,8
155,84,0,0,1,0,2
152,48,1,0,0,0,8
191,107,0,1,0,0,4
151,87,0,0,0,1,1
164,100,0,0,0,1,1
169,46,1,0,0,0,8
152,105,0,0,0,1,1
158,40,1,0,0,0,8
169,93,0,0,1,0,2
160,108,0,0,0,1,1
186,76,1,0,0,0,8
174,87,0,1,0,0,4
200,83,1,0,0,0,8
188,74,1,0,0,0,8
171,58,1,0,0,0,8
176,55,1,0,0,0,8
163,91,0,0,1,0,2
178,106,0,0,1,0,2
160,77,0,0,1,0,2
152,78,0,0,1,0,2
177,40,1,0,0,0,8
159,115,0,0,0,1,1
189,115,0,0,1,0,2
189,97,0,1,0,0,4
163,40,1,0,0,0,8
175,104,0,0,1,0,2
187,92,0,1,0,0,4
182,85,0,1,0,0,4
189,120,0,0,1,0,2
194,60,1,0,0,0,8
188,112,0,0,1,0,2
166,101,0,0,0,1,1
188,101,0,1,0,0,4
189,75,1,0,0,0,8
160,71,0,1,0,0,4
164,72,0,1,0,0,4
163,75,0,1,0,0,4
181,113,0,0,1,0,2
157,107,0,0,0,1,1
154,97,0,0,0,1,1
158,95,0,0,0,1,1
153,112,0,0,0,1,1
183,117,0,0,1,0,2
193,112,0,0,1,0,2
178,86,0,1,0,0,4
160,87,0,0,1,0,2
191,102,0,1,0,0,4
169,106,0,0,0,1,1
158,79,0,0,1,0,2
165,111,0,0,0,1,1
186,112,0,0,1,0,2
176,50,1,0,0,0,8
179,48,1,0,0,0,8
188,48,1,0,0,0,8
162,53,1,0,0,0,8
159,56,1,0,0,0,8
176,98,0,0,1,0,2
187,106,0,0,1,0,2
160,94,0,0,0,1,1
192,104,0,1,0,0,4
194,61,1,0,0,0,8
155,57,1,0,0,0,8
173,57,1,0,0,0,8
158,44,1,0,0,0,8
171,83,0,1,0,0,4
195,64,1,0,0,0,8
157,111,0,0,0,1,1
181,83,0,1,0,0,4
161,73,0,1,0,0,4
161,51,1,0,0,0,8
169,111,0,0,0,1,1
180,84,0,1,0,0,4
158,67,0,1,0,0,4
193,81,1,0,0,0,8
176,84,0,1,0,0,4
190,74,1,0,0,0,8
191,107,0,1,0,0,4
188,105,0,1,0,0,4
182,85,0,1,0,0,4
160,65,0,1,0,0,4
159,76,0,0,1,0,2
163,111,0,0,0,1,1
162,77,0,1,0,0,4
190,71,1,0,0,0,8
153,68,0,1,0,0,4
174,53,1,0,0,0,8
162,97,0,0,0,1,1
174,91,0,0,1,0,2
167,117,0,0,0,1,1
186,45,1,0,0,0,8
153,47,1,0,0,0,8
151,72,0,0,1,0,2
179,40,1,0,0,0,8
168,72,0,1,0,0,4
178,88,0,1,0,0,4
193,71,1,0,0,0,8
188,77,1,0,0,0,8
167,85,0,0,1,0,2
157,95,0,0,0,1,1
197,83,1,0,0,0,8
162,100,0,0,0,1,1
185,62,1,0,0,0,8
189,89,0,1,0,0,4
150,89,0,0,0,1,1
192,99,0,1,0,0,4
189,103,0,1,0,0,4
160,69,0,1,0,0,4
182,85,0,1,0,0,4
176,69,1,0,0,0,8
160,97,0,0,0,1,1
199,101,0,1,0,0,4
174,82,0,1,0,0,4
174,101,0,0,1,0,2
159,55,1,0,0,0,8
195,117,0,0,1,0,2
174,43,1,0,0,0,8
162,90,0,0,1,0,2
163,84,0,0,1,0,2
189,63,1,0,0,0,8
161,58,1,0,0,0,8
196,107,0,1,0,0,4
193,79,1,0,0,0,8
165,111,0,0,0,1,1
199,111,0,1,0,0,4
166,46,1,0,0,0,8
156,104,0,0,0,1,1
182,65,1,0,0,0,8
163,74,0,1,0,0,4
154,59,0,1,0,0,4
194,63,1,0,0,0,8
159,89,0,0,0,1,1
198,50,1,0,0,0,8
176,46,1,0,0,0,8
184,47,1,0,0,0,8
170,87,0,0,1,0,2
181,111,0,0,1,0,2
160,62,0,1,0,0,4
194,55,1,0,0,0,8
187,60,1,0,0,0,8
179,102,0,0,1,0,2
171,55,1,0,0,0,8
171,109,0,0,0,1,1
176,118,0,0,0,1,1
168,111,0,0,0,1,1
158,79,0,0,1,0,2
157,120,0,0,0,1,1
157,56,1,0,0,0,8
168,94,0,0,1,0,2
161,68,0,1,0,0,4
173,92,0,0,1,0,2
174,84,0,1,0,0,4
184,116,0,0,1,0,2
187,84,0,1,0,0,4
193,96,0,1,0,0,4
177,119,0,0,0,1,1
172,55,1,0,0,0,8
175,102,0,0,1,0,2
157,44,1,0,0,0,8
180,111,0,0,1,0,2
151,91,0,0,0,1,1
156,70,0,1,0,0,4
198,86,1,0,0,0,8
150,68,0,0,1,0,2
153,41,1,0,0,0,8
173,103,0,0,1,0,2
168,104,0,0,0,1,1
196,118,0,0,1,0,2
162,108,0,0,0,1,1
191,64,1,0,0,0,8
169,54,1,0,0,0,8
185,67,1,0,0,0,8
167,42,1,0,0,0,8
168,107,0,0,0,1,1
157,86,0,0,1,0,2
187,43,1,0,0,0,8
179,108,0,0,1,0,2
165,81,0,1,0,0,4
166,101,0,0,0,1,1
199,59,1,0,0,0,8
182,94,0,1,0,0,4
179,82,0,1,0,0,4
197,111,0,1,0,0,4
164,66,0,1,0,0,4
193,116,0,0,1,0,2
152,95,0,0,0,1,1
182,108,0,0,1,0,2
161,74,0,1,0,0,4
168,59,1,0,0,0,8
182,95,0,1,0,0,4
191,74,1,0,0,0,8
156,80,0,0,1,0,2
174,114,0,0,0,1,1
176,47,1,0,0,0,8
190,88,0,1,0,0,4
192,70,1,0,0,0,8
195,88,1,0,0,0,8
175,102,0,0,1,0,2
172,44,1,0,0,0,8
182,40,1,0,0,0,8
177,101,0,0,1,0,2
161,78,0,0,1,0,2
189,48,1,0,0,0,8
171,107,0,0,0,1,1
191,104,0,1,0,0,4
160,83,0,0,1,0,2
168,60,1,0,0,0,8
166,70,0,1,0,0,4
188,94,0,1,0,0,4
161,92,0,0,0,1,1
169,109,0,0,0,1,1
170,94,0,0,1,0,2
176,88,0,1,0,0,4
157,92,0,0,0,1,1
171,67,1,0,0,0,8
158,52,1,0,0,0,8
190,65,1,0,0,0,8
173,44,1,0,0,0,8
168,109,0,0,0,1,1
198,113,0,1,0,0,4
161,118,0,0,0,1,1
189,82,1,0,0,0,8
173,105,0,0,0,1,1
190,113,0,0,1,0,2
178,79,0,1,0,0,4
160,50,1,0,0,0,8
151,73,0,0,1,0,2
152,62,0,1,0,0,4
188,95,0,1,0,0,4
188,71,1,0,0,0,8
170,74,0,1,0,0,4
170,72,0,1,0,0,4
171,75,0,1,0,0,4
188,95,0,1,0,0,4
192,70,1,0,0,0,8
195,82,1,0,0,0,8
151,52,1,0,0,0,8
151,115,0,0,0,1,1
163,50,1,0,0,0,8
198,67,1,0,0,0,8
177,60,1,0,0,0,8
191,93,0,1,0,0,4
175,76,0,1,0,0,4
183,113,0,0,1,0,2
152,112,0,0,0,1,1
184,58,1,0,0,0,8
153,66,0,1,0,0,4
154,82,0,0,1,0,2
168,102,0,0,0,1,1
199,84,1,0,0,0,8
177,55,1,0,0,0,8
200,63,1,0,0,0,8
173,50,1,0,0,0,8
150,49,1,0,0,0,8
199,68,1,0,0,0,8
175,112,0,0,0,1,1
159,93,0,0,0,1,1
165,111,0,0,0,1,1
182,106,0,0,1,0,2
168,120,0,0,0,1,1
170,85,0,1,0,0,4
167,110,0,0,0,1,1
196,80,1,0,0,0,8
183,56,1,0,0,0,8
180,79,0,1,0,0,4
174,96,0,0,1,0,2
189,41,1,0,0,0,8
187,98,0,1,0,0,4
176,87,0,1,0,0,4
158,95,0,0,0,1,1
166,117,0,0,0,1,1
195,90,1,0,0,0,8
159,48,1,0,0,0,8
156,56,1,0,0,0,8
192,103,0,1,0,0,4
187,57,1,0,0,0,8
192,106,0,1,0,0,4
156,55,1,0,0,0,8
195,73,1,0,0,0,8
192,81,1,0,0,0,8
167,40,1,0,0,0,8
194,73,1,0,0,0,8
171,75,0,1,0,0,4
186,61,1,0,0,0,8
151,112,0,0,0,1,1
195,86,1,0,0,0,8
165,89,0,0,1,0,2
161,77,0,1,0,0,4
152,105,0,0,0,1,1
150,73,0,0,1,0,2
156,93,0,0,0,1,1
172,65,1,0,0,0,8
169,93,0,0,1,0,2
153,105,0,0,0,1,1
177,77,0,1,0,0,4
177,72,1,0,0,0,8
173,111,0,0,0,1,1
180,49,1,0,0,0,8
169,73,0,1,0,0,4
154,44,1,0,0,0,8
162,80,0,0,1,0,2
181,68,1,0,0,0,8
156,106,0,0,0,1,1
188,43,1,0,0,0,8
155,70,0,1,0,0,4
164,68,0,1,0,0,4
180,111,0,0,1,0,2
158,93,0,0,0,1,1
181,98,0,1,0,0,4
151,51,1,0,0,0,8
198,43,1,0,0,0,8
150,114,0,0,0,1,1
173,97,0,0,1,0,2
178,77,0,1,0,0,4
178,45,1,0,0,0,8
175,57,1,0,0,0,8
188,43,1,0,0,0,8
194,65,1,0,0,0,8
160,47,1,0,0,0,8
150,75,0,0,1,0,2
175,97,0,0,1,0,2
184,85,0,1,0,0,4
162,59,1,0,0,0,8
161,83,0,0,1,0,2
189,69,1,0,0,0,8
162,52,1,0,0,0,8
156,64,0,1,0,0,4
172,82,0,1,0,0,4
160,70,0,1,0,0,4
185,71,1,0,0,0,8
169,79,0,1,0,0,4
177,118,0,0,0,1,1
154,54,1,0,0,0,8
162,43,1,0,0,0,8
180,75,1,0,0,0,8
183,120,0,0,0,1,1
151,47,1,0,0,0,8
170,96,0,0,1,0,2
152,85,0,0,0,1,1
151,108,0,0,0,1,1
155,50,1,0,0,0,8
187,104,0,1,0,0,4
194,109,0,1,0,0,4
200,106,0,1,0,0,4
150,68,0,0,1,0,2
181,118,0,0,0,1,1
156,86,0,0,0,1,1
174,74,0,1,0,0,4
171,54,1,0,0,0,8
158,86,0,0,1,0,2
170,54,1,0,0,0,8
187,49,1,0,0,0,8
173,56,1,0,0,0,8
196,71,1,0,0,0,8
171,110,0,0,0,1,1
153,72,0,0,1,0,2
167,54,1,0,0,0,8
180,111,0,0,1,0,2
193,72,1,0,0,0,8
156,56,1,0,0,0,8
180,111,0,0,1,0,2
168,100,0,0,0,1,1
167,101,0,0,0,1,1
182,100,0,0,1,0,2
157,105,0,0,0,1,1
163,96,0,0,0,1,1
169,41,1,0,0,0,8
170,101,0,0,1,0,2
155,86,0,0,0,1,1
194,109,0,1,0,0,4
200,119,0,1,0,0,4
162,67,0,1,0,0,4
169,66,1,0,0,0,8
158,79,0,0,1,0,2
198,81,1,0,0,0,8
189,83,1,0,0,0,8
167,93,0,0,1,0,2
180,112,0,0,1,0,2
180,96,0,1,0,0,4
199,47,1,0,0,0,8
193,75,1,0,0,0,8
159,46,1,0,0,0,8
177,119,0,0,0,1,1
178,56,1,0,0,0,8
189,65,1,0,0,0,8
193,113,0,0,1,0,2
192,120,0,0,1,0,2
193,98,0,1,0,0,4
150,40,1,0,0,0,8
175,94,0,0,1,0,2
181,104,0,0,1,0,2
165,40,1,0,0,0,8
153,110,0,0,0,1,1
192,97,0,1,0,0,4
185,99,0,1,0,0,4
167,107,0,0,0,1,1
178,57,1,0,0,0,8
198,116,0,1,0,0,4
179,91,0,1,0,0,4
166,96,0,0,1,0,2
155,111,0,0,0,1,1
197,101,0,1,0,0,4
171,41,1,0,0,0,8
194,58,1,0,0,0,8
171,84,0,1,0,0,4
178,55,1,0,0,0,8
169,66,1,0,0,0,8
187,70,1,0,0,0,8
157,99,0,0,0,1,1
200,110,0,1,0,0,4
182,56,1,0,0,0,8
165,41,1,0,0,0,8
161,113,0,0,0,1,1
159,51,1,0,0,0,8
154,88,0,0,0,1,1
183,105,0,0,1,0,2
189,72,1,0,0,0,8
197,53,1,0,0,0,8
165,65,1,0,0,0,8
167,99,0,0,0,1,1
156,46,1,0,0,0,8
174,91,0,0,1,0,2
169,82,0,1,0,0,4
164,98,0,0,0,1,1
158,87,0,0,1,0,2
177,78,0,1,0,0,4
163,115,0,0,0,1,1
156,102,0,0,0,1,1
153,115,0,0,0,1,1
180,50,1,0,0,0,8
183,63,1,0,0,0,8
187,71,1,0,0,0,8
159,67,0,1,0,0,4
179,52,1,0,0,0,8
184,44,1,0,0,0,8
179,104,0,0,1,0,2
172,69,1,0,0,0,8
200,98,0,1,0,0,4
174,58,1,0,0,0,8
162,60,1,0,0,0,8
155,42,1,0,0,0,8
199,120,0,0,1,0,2
165,81,0,1,0,0,4
164,75,0,1,0,0,4
181,109,0,0,1,0,2
185,84,0,1,0,0,4
173,78,0,1,0,0,4
151,115,0,0,0,1,1
197,63,1,0,0,0,8
185,89,0,1,0,0,4
181,54,1,0,0,0,8
152,83,0,0,0,1,1
151,58,0,1,0,0,4
153,54,1,0,0,0,8
179,67,1,0,0,0,8
158,53,1,0,0,0,8
157,119,0,0,0,1,1
191,72,1,0,0,0,8
191,117,0,0,1,0,2
169,103,0,0,0,1,1
173,100,0,0,1,0,2
196,78,1,0,0,0,8
165,71,0,1,0,0,4
173,77,0,1,0,0,4
183,113,0,0,1,0,2
186,115,0,0,1,0,2
195,81,1,0,0,0,8
189,87,0,1,0,0,4
199,56,1,0,0,0,8
159,62,0,1,0,0,4
166,44,1,0,0,0,8
180,102,0,0,1,0,2
151,111,0,0,0,1,1
183,77,1,0,0,0,8
162,118,0,0,0,1,1
158,116,0,0,0,1,1
171,56,1,0,0,0,8
174,59,1,0,0,0,8
151,57,0,1,0,0,4
173,95,0,0,1,0,2
152,109,0,0,0,1,1
171,51,1,0,0,0,8
192,118,0,0,1,0,2
165,111,0,0,0,1,1
150,92,0,0,0,1,1
171,44,1,0,0,0,8
150,96,0,0,0,1,1
162,87,0,0,1,0,2
158,96,0,0,0,1,1
195,70,1,0,0,0,8
168,42,1,0,0,0,8
199,59,1,0,0,0,8
182,89,0,1,0,0,4
168,48,1,0,0,0,8
169,110,0,0,0,1,1
195,70,1,0,0,0,8
196,96,0,1,0,0,4
190,40,1,0,0,0,8
152,98,0,0,0,1,1
184,86,0,1,0,0,4
154,83,0,0,1,0,2
167,99,0,0,0,1,1
153,65,0,1,0,0,4
184,88,0,1,0,0,4
153,56,1,0,0,0,8
164,104,0,0,0,1,1
158,100,0,0,0,1,1
157,114,0,0,0,1,1
168,88,0,0,1,0,2
168,119,0,0,0,1,1
174,66,1,0,0,0,8
193,75,1,0,0,0,8
198,93,1,0,0,0,8
200,110,0,1,0,0,4
174,119,0,0,0,1,1
164,75,0,1,0,0,4
163,84,0,0,1,0,2
175,83,0,1,0,0,4
175,74,0,1,0,0,4
150,75,0,0,1,0,2
191,43,1,0,0,0,8
180,51,1,0,0,0,8
161,118,0,0,0,1,1
184,80,1,0,0,0,8
195,80,1,0,0,0,8
154,46,1,0,0,0,8
157,93,0,0,0,1,1
157,64,0,1,0,0,4
169,95,0,0,1,0,2
153,88,0,0,0,1,1
179,73,1,0,0,0,8
185,98,0,1,0,0,4
184,95,0,1,0,0,4
189,84,1,0,0,0,8
199,93,1,0,0,0,8
194,81,1,0,0,0,8
183,103,0,0,1,0,2
185,78,1,0,0,0,8
167,48,1,0,0,0,8
154,113,0,0,0,1,1
180,75,1,0,0,0,8
181,95,0,1,0,0,4
191,108,0,1,0,0,4
160,69,0,1,0,0,4
193,53,1,0,0,0,8
197,116,0,1,0,0,4
175,117,0,0,0,1,1
193,97,0,1,0,0,4
192,80,1,0,0,0,8
178,51,1,0,0,0,8
151,86,0,0,0,1,1
158,69,0,1,0,0,4
200,120,0,0,0,0,0
189,64,1,0,0,0,8
180,47,1,0,0,0,8
191,108,0,1,0,0,4
152,50,1,0,0,0,8
158,69,0,1,0,0,4
160,54,1,0,0,0,8
173,64,1,0,0,0,8
152,70,0,0,1,0,2
186,54,1,0,0,0,8
198,63,1,0,0,0,8
160,49,1,0,0,0,8
175,108,0,0,0,1,1
197,47,1,0,0,0,8
162,77,0,1,0,0,4
150,120,0,0,0,1,1
193,42,1,0,0,0,8
174,86,0,1,0,0,4
153,84,0,0,0,1,1
167,56,1,0,0,0,8
177,116,0,0,0,1,1
180,43,1,0,0,0,8
154,120,0,0,0,1,1
189,50,1,0,0,0,8
198,58,1,0,0,0,8
159,43,1,0,0,0,8
198,85,1,0,0,0,8
199,68,1,0,0,0,8
153,48,1,0,0,0,8
187,49,1,0,0,0,8
181,65,1,0,0,0,8
167,79,0,1,0,0,4
198,68,1,0,0,0,8
186,63,1,0,0,0,8
168,114,0,0,0,1,1
190,56,1,0,0,0,8
168,102,0,0,0,1,1
182,87,0,1,0,0,4
189,110,0,0,1,0,2
152,90,0,0,0,1,1
159,119,0,0,0,1,1
187,98,0,1,0,0,4
150,101,0,0,0,1,1
200,99,0,1,0,0,4
156,68,0,1,0,0,4
197,111,0,1,0,0,4
198,92,1,0,0,0,8
165,52,1,0,0,0,8
153,110,0,0,0,1,1
177,84,0,1,0,0,4
200,61,1,0,0,0,8
170,93,0,0,1,0,2
187,103,0,1,0,0,4
172,55,1,0,0,0,8
162,77,0,1,0,0,4
163,101,0,0,0,1,1
198,108,0,1,0,0,4
150,64,0,1,0,0,4
155,60,0,1,0,0,4
161,118,0,0,0,1,1
163,97,0,0,0,1,1
176,64,1,0,0,0,8
192,58,1,0,0,0,8
196,94,0,1,0,0,4
187,114,0,0,1,0,2
159,115,0,0,0,1,1
161,91,0,0,0,1,1
188,112,0,0,1,0,2
174,79,0,1,0,0,4
182,94,0,1,0,0,4
194,70,1,0,0,0,8
162,65,0,1,0,0,4
154,46,1,0,0,0,8
156,120,0,0,0,1,1
198,41,1,0,0,0,8
162,81,0,0,1,0,2
197,42,1,0,0,0,8
166,72,0,1,0,0,4
200,51,1,0,0,0,8
174,72,1,0,0,0,8
194,79,1,0,0,0,8
185,43,1,0,0,0,8
171,53,1,0,0,0,8
199,64,1,0,0,0,8
193,60,1,0,0,0,8
181,63,1,0,0,0,8
170,86,0,1,0,0,4
169,112,0,0,0,1,1
198,98,0,1,0,0,4
192,86,1,0,0,0,8
170,116,0,0,0,1,1
152,66,0,1,0,0,4
153,84,0,0,0,1,1
150,105,0,0,0,1,1
156,52,1,0,0,0,8
198,114,0,1,0,0,4
181,100,0,0,1,0,2
155,96,0,0,0,1,1
160,69,0,1,0,0,4
183,80,1,0,0,0,8
188,101,0,1,0,0,4
192,94,0,1,0,0,4
163,56,1,0,0,0,8
176,106,0,0,1,0,2
163,81,0,0,1,0,2
198,107,0,1,0,0,4
161,116,0,0,0,1,1
176,88,0,1,0,0,4
200,99,0,1,0,0,4
